Unnamed: 0,출원인,출원일,출원번호,astrtCont,bigDrawing,drawing,indexNo,발명명칭,IPC분류,openDate,openNumber,공개일,publicationNumber,등록일,registerNumber,등록상태,검색 키워드,combined,유사도,출원년도,출원연도
281,실리콘밸리(주)|송영락,20120214,1020120014784,"본 발명은 반도체웨이퍼의 제조공정 또는 반도체기판의 제조공정 중, 해당 웨이퍼를 로봇핸드가 해당공정의 내부로 이송공급하는 웨이퍼 공급장치에서, 상기 로봇핸드의 표면에 쌓일 수 있는 미세 이물질 또는 먼지에 의해 반도체웨이퍼 또는 반도체기판의 불량유발을 방지할 수 있도록 상기 로봇핸드 표면의 오염물질을 쉽고 간단하게 제거할 수 있도록 한 클리너웨이퍼 및 이를 이용한 웨이퍼 공급장치의 로봇핸드 표면 클리닝방법에 관한 것이다.  본 발명에서 제안하는 클리너웨이퍼는, 실리콘웨이퍼를 이용하여 제조된 반도체웨이퍼 또는 상기 반도체웨이퍼를 이용하여 제조된 반도체기판 중 어느 하나로 되는 웨이퍼(A)에 있어서, 상기 웨이퍼(A)는, 실리콘, 우레탄, 아크릴, 고무, 합성수지 중 어느 하나로 제조된 웨이퍼판(10)으로 구성하고, 상기 웨이퍼판(10)의 하단에 자기점착력으로 미세먼지나 이물질이 클리닝되도록 하는 자기점착층(20)이 구성됨을 특징으로 한다.  동시에, 본 발명에서 제안하는 클리너웨이퍼를 이용한 로봇핸드 표면의 클리닝방법은, 실리콘웨이퍼를 이용한 반도체웨이퍼의 제조 또는 상기 반도체웨이퍼를 이용한 반도체기판의 제조공정 중, 상기의 웨이퍼(A)를 해당공정으로의 공급을 위해 다수의 웨이퍼(A)를 개별적으로 수납한 케이스(B)와, 상기 케이스(B)로부터 웨이퍼(A)를 한 장씩 로딩하여 공정구간(C) 내의 수납...(이하생략)",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726dd4443b86882ef9a91c14fb1ff82758ea4d33508776efe05d93dc098a1dbf85ef6c65b0e2bda9cbc1e6bb271e8b4b5c18b8cef503a8f75c8,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf2615490382bb0587020ed2c5127ce097e6addc7b3e2bb959fa8fef5c637d2422bbc8b6a4118a1db720864867cc9174c7ce6e43002c6fa3c4,82,클리너웨이퍼 및 이를 이용한 로봇핸드 표면의 클리닝방법,H01L 21/67|B08B 7/00|H01L 21/687,20130822.0,1020130093307.0,20130903.0,,20130827.0,1013026480000.0,등록,로봇,"클리너웨이퍼 및 이를 이용한 로봇핸드 표면의 클리닝방법 본 발명은 반도체웨이퍼의 제조공정 또는 반도체기판의 제조공정 중, 해당 웨이퍼를 로봇핸드가 해당공정의 내부로 이송공급하는 웨이퍼 공급장치에서, 상기 로봇핸드의 표면에 쌓일 수 있는 미세 이물질 또는 먼지에 의해 반도체웨이퍼 또는 반도체기판의 불량유발을 방지할 수 있도록 상기 로봇핸드 표면의 오염물질을 쉽고 간단하게 제거할 수 있도록 한 클리너웨이퍼 및 이를 이용한 웨이퍼 공급장치의 로봇핸드 표면 클리닝방법에 관한 것이다.  본 발명에서 제안하는 클리너웨이퍼는, 실리콘웨이퍼를 이용하여 제조된 반도체웨이퍼 또는 상기 반도체웨이퍼를 이용하여 제조된 반도체기판 중 어느 하나로 되는 웨이퍼(A)에 있어서, 상기 웨이퍼(A)는, 실리콘, 우레탄, 아크릴, 고무, 합성수지 중 어느 하나로 제조된 웨이퍼판(10)으로 구성하고, 상기 웨이퍼판(10)의 하단에 자기점착력으로 미세먼지나 이물질이 클리닝되도록 하는 자기점착층(20)이 구성됨을 특징으로 한다.  동시에, 본 발명에서 제안하는 클리너웨이퍼를 이용한 로봇핸드 표면의 클리닝방법은, 실리콘웨이퍼를 이용한 반도체웨이퍼의 제조 또는 상기 반도체웨이퍼를 이용한 반도체기판의 제조공정 중, 상기의 웨이퍼(A)를 해당공정으로의 공급을 위해 다수의 웨이퍼(A)를 개별적으로 수납한 케이스(B)와, 상기 케이스(B)로부터 웨이퍼(A)를 한 장씩 로딩하여 공정구간(C) 내의 수납...(이하생략) ",0.1918759802968319,2012,2012
282,주식회사 트위니,20220819,1020220103887,"본 발명은 일시적 장애물을 고착된 환경으로 오인하지 않고 자율 주행이 가능한 로봇 및 이를 위한 동적 장애물 제거 방법에 관한 것으로, 본 발명에 따른 동적 장애물의 제거가 가능한 운송 로봇은 본체부(100); 상기 본체부의 제어에 따라 상기 본체부를 이동시키는 이송부(200) 및 빛을 발산하고 발산된 빛이 전역 공간 내에 있는 물체에서 반사되는 빛을 감지하여 라이다 스캔 데이터를 생성하고 상기 본체부(100)에 전송하는 라이다부(300)로 구성되는 운송 로봇으로서, 상기 본체부(100)가 상기 운송 로봇이 위치한 작업 공간의 지도를 생성하는 PC(150)를 포함하고, 상기 PC(150)가 상기 운송 로봇의 위치 또는 방향에 소정 값 이상의 변화가 발생되는 경우 새로운 노드를 생성하는 노드 생성 모듈(151); 상기 생성된 노드들에 대해 직전 노드에 대한 모션 제약을 산출하는 모션 제약 산출 모듈(152); 상기 생성된 노드들에 대해 유클리디안 거리가 소정 값 이하인 과거 노드가 있는 경우 상기 과거 노드에 대한 루프 제약을 산출하는 루프 제약 산출 모듈(153); 상기 루프를 형성하는 양 끝 노드 정보를 이용하여 노드들의 자세를 최적화하는 노드 자세 최적화 모듈(154); 상기 최적화된 노드의 3차원 라이다 스캔 데이터를 초기 노드의 위치 및 방향 데이터로 변환하고 누적하는 라이다 데이터 변환 및...(이하생략)",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93e0bcb685a3c957f35ed668ed10cb1710e8c35a01f7e5daeaf1f4d1315370bf173ac807792e5bd9562b97bfcbfb50f02f23b69815b62deda4,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf055bf2a694973f516adb6fe45868abdb2fa2fb9ff4ca72e7732d58da134d0d8085daadff8730f216d4096a697aa1a3c35731c41a009e270b,83,동적 장애물의 제거가 가능한 운송 로봇 및 동적 장애물 제거 방법,B25J 9/16|B25J 13/08|B25J 19/02|G05D 1/20|G06T 11/60,,,20230403.0,,20230329.0,1025173510000.0,등록,로봇,"동적 장애물의 제거가 가능한 운송 로봇 및 동적 장애물 제거 방법 본 발명은 일시적 장애물을 고착된 환경으로 오인하지 않고 자율 주행이 가능한 로봇 및 이를 위한 동적 장애물 제거 방법에 관한 것으로, 본 발명에 따른 동적 장애물의 제거가 가능한 운송 로봇은 본체부(100); 상기 본체부의 제어에 따라 상기 본체부를 이동시키는 이송부(200) 및 빛을 발산하고 발산된 빛이 전역 공간 내에 있는 물체에서 반사되는 빛을 감지하여 라이다 스캔 데이터를 생성하고 상기 본체부(100)에 전송하는 라이다부(300)로 구성되는 운송 로봇으로서, 상기 본체부(100)가 상기 운송 로봇이 위치한 작업 공간의 지도를 생성하는 PC(150)를 포함하고, 상기 PC(150)가 상기 운송 로봇의 위치 또는 방향에 소정 값 이상의 변화가 발생되는 경우 새로운 노드를 생성하는 노드 생성 모듈(151); 상기 생성된 노드들에 대해 직전 노드에 대한 모션 제약을 산출하는 모션 제약 산출 모듈(152); 상기 생성된 노드들에 대해 유클리디안 거리가 소정 값 이하인 과거 노드가 있는 경우 상기 과거 노드에 대한 루프 제약을 산출하는 루프 제약 산출 모듈(153); 상기 루프를 형성하는 양 끝 노드 정보를 이용하여 노드들의 자세를 최적화하는 노드 자세 최적화 모듈(154); 상기 최적화된 노드의 3차원 라이다 스캔 데이터를 초기 노드의 위치 및 방향 데이터로 변환하고 누적하는 라이다 데이터 변환 및...(이하생략) ",0.3955977944769794,2022,2022
283,버브 서지컬 인크.,20190916,1020227011607,"로봇-보조 수술 시스템을 제어하기 위한 모바일 인터페이스 장치가 본 명세서에 개시된다. 모바일 인터페이스 장치는 외과 의사에게 수술 로봇 시스템에 대한 직접적인 뷰를 제공하고, 외과 의사가 수술 로봇 시스템의 다양한 타겟 컴포넌트들을 용이하고 직관적으로 선택, 제어 또는 조작할 수 있게 한다. 모바일 인터페이스 장치는 수술 로봇 시스템의 라이브 이미지를 캡처하여 캡처된 라이브 이미지의 중심에 나타나는 로봇 아암을 외과 의사에 의해 선택된 타겟 컴포넌트로서 자동으로 식별할 수 있다. 타겟 컴포넌트의 현재 포즈 또는 위치에 기초하여, 모바일 인터페이스 장치는 타겟 포즈들 및 제어 옵션들의 목록을 생성할 수 있다. 외과 의사는 타겟 포즈를 선택하고, 선택된 로봇 아암의 현재 포즈로부터 타겟 포즈로의 로봇-보조 이동을 명령하도록 타겟 컴포넌트를 조작하기 위한 제어 옵션을 선택할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93e551744fcad1b183c6ae9a7e142f46fd3dd0045d356418f22c4063c936a9c48e1e5519b7ce9ef29fb2766dcaeb1c8b1812cfd97f5ad190a5,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf5d70042457c04dabba0e628dfd9373e4a2f45b1ae23c0965ad684bb7c6d404759c5354688de15444eb34a2497485123b7f0a797519ba2a74,84,수술 로봇을 위한 핸드헬드 사용자 인터페이스 장치,A61B 34/00|A61B 34/35|A61B 90/00|A61B 34/10,20220516.0,1020220062346.0,20250730.0,,20250724.0,1028395990000.0,등록,로봇,"수술 로봇을 위한 핸드헬드 사용자 인터페이스 장치 로봇-보조 수술 시스템을 제어하기 위한 모바일 인터페이스 장치가 본 명세서에 개시된다. 모바일 인터페이스 장치는 외과 의사에게 수술 로봇 시스템에 대한 직접적인 뷰를 제공하고, 외과 의사가 수술 로봇 시스템의 다양한 타겟 컴포넌트들을 용이하고 직관적으로 선택, 제어 또는 조작할 수 있게 한다. 모바일 인터페이스 장치는 수술 로봇 시스템의 라이브 이미지를 캡처하여 캡처된 라이브 이미지의 중심에 나타나는 로봇 아암을 외과 의사에 의해 선택된 타겟 컴포넌트로서 자동으로 식별할 수 있다. 타겟 컴포넌트의 현재 포즈 또는 위치에 기초하여, 모바일 인터페이스 장치는 타겟 포즈들 및 제어 옵션들의 목록을 생성할 수 있다. 외과 의사는 타겟 포즈를 선택하고, 선택된 로봇 아암의 현재 포즈로부터 타겟 포즈로의 로봇-보조 이동을 명령하도록 타겟 컴포넌트를 조작하기 위한 제어 옵션을 선택할 수 있다. ",0.4215923857073889,2019,2019
284,삼성전자주식회사,20100406,1020100031295,"로봇 청소 시스템에서 무선으로 충전하는 로봇 청소기 및 제어 방법이 제공된다. 일 측면에 따른 무선으로 충전하는 로봇 청소기는 무선 전력 송신 장치의 소스 공진기와의 에너지 커플링을 통해 공진 전력을 수신하는 타겟 공진기와, 수신한 상기 공진 전력을 필요한 정격 전압으로 변환하는 무선 전력 수신부 및 배터리의 상태를 체크하고, 상기 배터리의 상태에 따라 상기 전격 전압을 이용해서 상기 배터리를 충전하는 배터리 제어부를 포함해서 충전 필요 시 무선으로 충전할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e007eaac4937a312d1fdb6957d0fd2be06a9b4ef41137a3a470dfd93b6e3238095da27d5db4bca30718d714d95bb4144a779af9eb0314691d9d,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfbc32aeeea51342e641667a6331d56043d3950565139e970186c35c51f87009928c93f564855967d9f43212910326a829eafb6b4b207cfa9c,85,무선 전력 충전 기능을 구비한 로봇 청소 시스템 및 제어 방법,A47L 9/28|H02J 50/12|H02J 50/20|H02J 50/80|H02J 50/90|H02J 7/00,20111012.0,1020110111956.0,20160816.0,,20160809.0,1016483480000.0,등록,로봇,"무선 전력 충전 기능을 구비한 로봇 청소 시스템 및 제어 방법 로봇 청소 시스템에서 무선으로 충전하는 로봇 청소기 및 제어 방법이 제공된다. 일 측면에 따른 무선으로 충전하는 로봇 청소기는 무선 전력 송신 장치의 소스 공진기와의 에너지 커플링을 통해 공진 전력을 수신하는 타겟 공진기와, 수신한 상기 공진 전력을 필요한 정격 전압으로 변환하는 무선 전력 수신부 및 배터리의 상태를 체크하고, 상기 배터리의 상태에 따라 상기 전격 전압을 이용해서 상기 배터리를 충전하는 배터리 제어부를 포함해서 충전 필요 시 무선으로 충전할 수 있다. ",0.3610500132680242,2010,2010
285,삼성전자주식회사,20130116,1020130004841,"본 발명은 다양한 방향으로 이동이 가능하고, 패드와 바닥면 간의 마찰력을 높임으로써 청소 효과를 높일 수 있는 로봇 청소기에 관한 것이다.  본 발명의 일 실시예에 따른 로봇 청소기는, 두 개 이상의 구동유닛을 포함하는 본체; 및 상기 본체의 외측에 구비되어 외관을 형성하는 케이스;를 포함하고, 상기 구동유닛은, 회전력을 전달하는 모터; 상기 모터에 연결되고, 상기 모터로부터 회전력을 전달받아 회전하는 제1서브프레임; 상기 제1서브프레임에 장착되고, 상기 제1서브프레임이 회전하면 저면이 바닥면과 경사지게 되고, 상기 모터로부터 회전력을 전달받아 시계 방향 또는 반시계 방향으로 회전가능한 회전판 어셈블리; 및 상기 회전판 어셈블리의 저면에 구비되어 바닥면과 접촉되는 패드; 를 포함하고, 상기 회전판 어셈블리의 저면이 바닥면과 경사지게 구비됨으로써 상기 패드의 저면과 바닥면 간에 불균일한 마찰력이 발생하고, 상기 불균일한 마찰력에 의해 특정 방향으로 주행할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e004b0970b151983a143b21ba0487cc42de77ffc1f465817f0e740161d6dcc1f38bfd826513a8e71efa284246faa5f182996af4aa4372725b17,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf664cabfc7aec9df7d060f7fa7d4d82c0aeaf34b3b2b825d4bf2ef54a45cdad51cdbef6bd95cc962129a5fca5e5545b8f0838e426af360108,86,로봇 청소기,A47L 11/16|A47L 11/283|B25J 13/00|B25J 9/00,20140728.0,1020140093369.0,20190829.0,,20190822.0,1020153190000.0,등록,로봇,"로봇 청소기 본 발명은 다양한 방향으로 이동이 가능하고, 패드와 바닥면 간의 마찰력을 높임으로써 청소 효과를 높일 수 있는 로봇 청소기에 관한 것이다.  본 발명의 일 실시예에 따른 로봇 청소기는, 두 개 이상의 구동유닛을 포함하는 본체; 및 상기 본체의 외측에 구비되어 외관을 형성하는 케이스;를 포함하고, 상기 구동유닛은, 회전력을 전달하는 모터; 상기 모터에 연결되고, 상기 모터로부터 회전력을 전달받아 회전하는 제1서브프레임; 상기 제1서브프레임에 장착되고, 상기 제1서브프레임이 회전하면 저면이 바닥면과 경사지게 되고, 상기 모터로부터 회전력을 전달받아 시계 방향 또는 반시계 방향으로 회전가능한 회전판 어셈블리; 및 상기 회전판 어셈블리의 저면에 구비되어 바닥면과 접촉되는 패드; 를 포함하고, 상기 회전판 어셈블리의 저면이 바닥면과 경사지게 구비됨으로써 상기 패드의 저면과 바닥면 간에 불균일한 마찰력이 발생하고, 상기 불균일한 마찰력에 의해 특정 방향으로 주행할 수 있다. ",0.3020541946792279,2013,2013
286,충남대학교산학협력단,20181214,1020180162027,"본 발명은 지능형 로봇에 관한 것으로서, 아두이노를 장착하여 사용자가 원하는 방식으로 코딩을 수행하는 것이 가능하고, 초등학교, 중학교 및 고등학교의 각 학급에 맞는 소프트웨어 코딩 교육을 수행할 수 있는 지능형 로봇에 관한 것이다. 본 발명의 실시 예에 따른 지능형 로봇은 아두이노 제어보드가 장착되어 지능형 로봇을 구동하는 제어 시스템과 제어 시스템이 구비되는 케이스로 이루어질 수 있다. 또한, 상기 케이스는 케이스 본체, 상단 케이스, 포트 프레임, 전면부 거치판, 아두이노 거치대, 상단 보호판 및 센서 거치대를 포함할 수 있다. 상기 상단 케이스는 케이스 본체의 상단을 커버한다. 또한, 상기 포트 프레임은 컴퓨터 및 외부의 전자 기기와 원활한 연결이 가능하도록 하는 USB 포트를 장착할 수 있게 구성될 수 있다. 상기 전면부 거치판은 센서부, 모터드라이브 및 디스플레이부를 장착할 수 있도록 구성된다. 상기 아두이노 거치대는 상기 케이스 본체의 상단에 조립식의 끼움 방식으로 탈부착이 가능하고, 아두이노 제어보드를 장착할 수 있도록 구성된다. 상기 상단 보호판은 상기 상단 케이스의 중심부에 탈부착이 가능하고, 소켓부가 장착될 수 있는 소켓홀과 디스플레이부를 장착할 수 있는 디스플레이홀이 구비된다. 또한, 상기 센서 거치대는 상기 케이스 본체의 전면부에 탈부착이 가능하고, 센서부를 장착할 수 있도록...(이하생략)",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c93c23d7d32ee4b79372576037c2a01d6041c28fe3c7fac285001524ff11e3f5019582cd0c7a1e21d4f9ebe3a0eba54221cce432148f7d91557,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf09b358ffd7596d9855749a531693294b9e2249f3de78c7398f8916fbbbd0643f9a8903fa08c85140e06b24d3c8f3410952358f2026251192,87,지능형 로봇,G09B 19/00|B25J 11/00|B25J 5/00|B25J 9/12|B25J 19/02|B25J 9/16|B25J 19/00,20200624.0,1020200073639.0,20210512.0,,20210507.0,1022514590000.0,등록,로봇,"지능형 로봇 본 발명은 지능형 로봇에 관한 것으로서, 아두이노를 장착하여 사용자가 원하는 방식으로 코딩을 수행하는 것이 가능하고, 초등학교, 중학교 및 고등학교의 각 학급에 맞는 소프트웨어 코딩 교육을 수행할 수 있는 지능형 로봇에 관한 것이다. 본 발명의 실시 예에 따른 지능형 로봇은 아두이노 제어보드가 장착되어 지능형 로봇을 구동하는 제어 시스템과 제어 시스템이 구비되는 케이스로 이루어질 수 있다. 또한, 상기 케이스는 케이스 본체, 상단 케이스, 포트 프레임, 전면부 거치판, 아두이노 거치대, 상단 보호판 및 센서 거치대를 포함할 수 있다. 상기 상단 케이스는 케이스 본체의 상단을 커버한다. 또한, 상기 포트 프레임은 컴퓨터 및 외부의 전자 기기와 원활한 연결이 가능하도록 하는 USB 포트를 장착할 수 있게 구성될 수 있다. 상기 전면부 거치판은 센서부, 모터드라이브 및 디스플레이부를 장착할 수 있도록 구성된다. 상기 아두이노 거치대는 상기 케이스 본체의 상단에 조립식의 끼움 방식으로 탈부착이 가능하고, 아두이노 제어보드를 장착할 수 있도록 구성된다. 상기 상단 보호판은 상기 상단 케이스의 중심부에 탈부착이 가능하고, 소켓부가 장착될 수 있는 소켓홀과 디스플레이부를 장착할 수 있는 디스플레이홀이 구비된다. 또한, 상기 센서 거치대는 상기 케이스 본체의 전면부에 탈부착이 가능하고, 센서부를 장착할 수 있도록...(이하생략) ",0.364735003656876,2018,2018
287,충남대학교산학협력단,20161012,1020160132371,"본 발명은 4절 링크 구조와 구동모터를 이용한 회전캠의 캠운동 그리고 점핑스프링의 수축에 따른 탄성복원력을 이용하여 점핑력을 발생시킬 수 있는 점핑력발생유닛과 점핑력발생유닛의 제어방법 그리고 이것을 이용한 점프로봇에 관한 것이다.  이를 위해 점핑력발생유닛은 제1링크부재와, 제1링크연결부에 의하여 제1링크부재와 연결되고 지면에 지지되는 제2링크부재와, 제2링크연결부에 의하여 제2링크부재와 연결되는 제3링크부재와, 제3링크연결부에 의하여 제3링크부재와 연결되고 제4링크연결부에 의하여 제1링크부재와 연결되는 제4링크부재와, 제1링크연결부와 제3링크연결부를 연결하는 점핑스프링과, 제1링크부재에 회전 가능하게 결합되는 회전캠과, 제1링크부재에 구비되어 회전캠을 회전시키는 구동모터 및 제2링크연결부와 회전캠을 연결하는 구동링크부재를 포함하고, 구동링크부재의 일단부는 제2링크연결부에 링크 결합되며, 구동링크부재의 타단부는 자유단부로 회전캠 내에서 이동 가능하다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00dbd0647953d57cb8672774386f61abdc8a4838909c4e6ff634d1895c684bfb4095bfde92ebd1448ef41739d2ddbc409af7f6ba11c4665335,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf5dae8cc84db71891c832bbe38bca8b36da58abdc5d7d08998a23dcdeb27b0c00ed94ac2c9787be6d4c0d15c148c9b06ebc2a51f7f6868604,88,점핑력발생유닛과 점핑력발생유닛의 제어방법 그리고 이것을 이용한 점프로봇,B25J 9/10|B25J 11/00|B25J 19/02|B25J 9/12,20180423.0,1020180040776.0,20180813.0,,20180806.0,1018875830000.0,등록,로봇,"점핑력발생유닛과 점핑력발생유닛의 제어방법 그리고 이것을 이용한 점프로봇 본 발명은 4절 링크 구조와 구동모터를 이용한 회전캠의 캠운동 그리고 점핑스프링의 수축에 따른 탄성복원력을 이용하여 점핑력을 발생시킬 수 있는 점핑력발생유닛과 점핑력발생유닛의 제어방법 그리고 이것을 이용한 점프로봇에 관한 것이다.  이를 위해 점핑력발생유닛은 제1링크부재와, 제1링크연결부에 의하여 제1링크부재와 연결되고 지면에 지지되는 제2링크부재와, 제2링크연결부에 의하여 제2링크부재와 연결되는 제3링크부재와, 제3링크연결부에 의하여 제3링크부재와 연결되고 제4링크연결부에 의하여 제1링크부재와 연결되는 제4링크부재와, 제1링크연결부와 제3링크연결부를 연결하는 점핑스프링과, 제1링크부재에 회전 가능하게 결합되는 회전캠과, 제1링크부재에 구비되어 회전캠을 회전시키는 구동모터 및 제2링크연결부와 회전캠을 연결하는 구동링크부재를 포함하고, 구동링크부재의 일단부는 제2링크연결부에 링크 결합되며, 구동링크부재의 타단부는 자유단부로 회전캠 내에서 이동 가능하다. ",0.2830525273781512,2016,2016
288,엘지전자 주식회사,20140523,1020140062494,"본 발명은 작업 영역을 정의하는 경계 와이어가 구비되는 경계 표시부; 상기 경계 와이어에 의해서 정의된 작업 영역 내부에서 이동하는 본체;를 포함하고, 상기 본체는, 상기 경계 와이어로부터 유도되는 전압값을 감지하는 감지부;와 상기 감지부에서 감지된 전압값에 의해서 상기 본체와 상기 경계 와이어의 거리를 판단하는 제어부;를 포함하고, 상기 감지부는 다르게 설치되는 적어도 두 개의 코일을 포함하며, 상기 두 개의 코일은, 상기 경계 와이어를 기준으로 구분되는 동일한 영역 내에서 각각 전압값을 감지하는 것을 특징으로 하는 잔디 깎기 로봇을 제공한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e000ca2800c2513f64e3419ff00d858474b87887dd7ed30557610defb9d6c994554590ecd0f17335531f6037058d89f213e4ff14ef6f25b5939,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf20d608b31095529e0839d44a17f29831ccb3bef1e38f582c62a8911809e9f0bbc5348ad715a88794d223f060e58be9986431bf3ea22987d9,89,잔디 깎기 로봇 및 그 제어 방법,A01D 34/84|A01D 34/00|A01B 69/00|B25J 5/00|B25J 13/08|G05D 1/617|G05D 1/648|G05D 105/15|G05D 107/20|G05D 109/10,20151109.0,1020150125508.0,20160923.0,,20160913.0,1016590310000.0,등록,로봇,"잔디 깎기 로봇 및 그 제어 방법 본 발명은 작업 영역을 정의하는 경계 와이어가 구비되는 경계 표시부; 상기 경계 와이어에 의해서 정의된 작업 영역 내부에서 이동하는 본체;를 포함하고, 상기 본체는, 상기 경계 와이어로부터 유도되는 전압값을 감지하는 감지부;와 상기 감지부에서 감지된 전압값에 의해서 상기 본체와 상기 경계 와이어의 거리를 판단하는 제어부;를 포함하고, 상기 감지부는 다르게 설치되는 적어도 두 개의 코일을 포함하며, 상기 두 개의 코일은, 상기 경계 와이어를 기준으로 구분되는 동일한 영역 내에서 각각 전압값을 감지하는 것을 특징으로 하는 잔디 깎기 로봇을 제공한다. ",0.3637658211264891,2014,2014
289,레드원테크놀러지 주식회사,20130329,1020130034534,본 발명은 주행 안정성 및 신뢰성이 확보됨과 동시에 골프공의 분포도를 분석하여 분포도에 따른 최적의 이동경로를 검출한 후 검출된 이동경로에 따라 주행하여 골프공을 회수하는 골프공 회수 로봇에 관한 것이다.,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0099a38f7058a7cd538187ea7efd71c6826729d37c90117ffa6f150220dd520361906002754368ec3daf836187e94e5c449dee2382a9fc48ce,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfaeacf9cfc7e3e8c2a466de87d9df5b52fbe9ffe0adb2dcbe297fc1d2bc12e3d38373d80d2184fe9545803feec2dd704ccf8b39228908057d,90,골프공 회수 로봇,A63B 47/02|A63B 69/36|A63B 102/32,,,20140814.0,,20140807.0,1014301030000.0,등록,로봇,골프공 회수 로봇 본 발명은 주행 안정성 및 신뢰성이 확보됨과 동시에 골프공의 분포도를 분석하여 분포도에 따른 최적의 이동경로를 검출한 후 검출된 이동경로에 따라 주행하여 골프공을 회수하는 골프공 회수 로봇에 관한 것이다. ,0.3638976512173743,2013,2013
290,충남대학교산학협력단,20230131,1020230012805,"본 발명은 로봇 플랫폼 능동형 차체의 축거 및 지상고를 조절하기 위하여, 주행부와 로봇 플랫폼의 각도를 조절하고, 주행부 내부의 유압 실린더를 조절하는 방식으로 로봇 플랫폼 능동형 차체의 축거 및 지상고를 조절하는, 4륜 구동 밭 농작업용 로봇 플랫폼의 능동형 차체 크기 조절 시스템에 관한 것으로, 플랫폼의 축거를 조절하는 축거 조절 장치(100)와, 플랫폼의 지상고를 조절하는 지상고 조절 장치(200)를 구비하는 것을 특징으로 하는, 4륜구동 밭 농작업용 로봇 플랫폼의 능동형 차체 크기 조절 시스템에 관한 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c939a09ddf4c31827af4c7fc8ce6a643c34f7080cc7f0f3257c0ab5066e21c7865acd5598bcaba6d01da8a5734e42ccbdebcb14fa2fec883632,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf2d8006f406da7609f693eb259d72944d1f0d310ec5e71237dd2890e7fb0e6b8537b5a6ce2e9425cfce1ef0d5d83d16c27c41403412a47586,91,4륜 구동 밭 농작업용 로봇 플랫폼의 능동형 차체 크기 조절 시스템,B25J 11/00|A01B 69/00|B25J 5/00|B25J 9/16|B25J 13/08|B62D 57/028|B62D 63/04|B60G 17/0165,20240807.0,1020240120288.0,20241121.0,,20241118.0,1027327140000.0,등록,로봇,"4륜 구동 밭 농작업용 로봇 플랫폼의 능동형 차체 크기 조절 시스템 본 발명은 로봇 플랫폼 능동형 차체의 축거 및 지상고를 조절하기 위하여, 주행부와 로봇 플랫폼의 각도를 조절하고, 주행부 내부의 유압 실린더를 조절하는 방식으로 로봇 플랫폼 능동형 차체의 축거 및 지상고를 조절하는, 4륜 구동 밭 농작업용 로봇 플랫폼의 능동형 차체 크기 조절 시스템에 관한 것으로, 플랫폼의 축거를 조절하는 축거 조절 장치(100)와, 플랫폼의 지상고를 조절하는 지상고 조절 장치(200)를 구비하는 것을 특징으로 하는, 4륜구동 밭 농작업용 로봇 플랫폼의 능동형 차체 크기 조절 시스템에 관한 것이다. ",0.4174798831602228,2023,2023
