Document,Topic_0,Topic_1,Topic_2,Topic_3,Dominant_Topic
인공 지능 센서 센서 인공 지능 인공 지능 상호 전력 센서 센서 저장 휘발 센서 센서 센서 휘발 저장 센서 센서 센서 휘발 휘발 저장 센서 인공 지능 휘발 저장 센서 인공 지능,8.77046990454613e-310,1.0,1.50215011530088e-309,1.05335672206083e-309,1
인공 지능 신경망 분류 추적 인공 지능 신경망 내다 분류 추적 학습 신경망 학습 학습 빔포밍 입력값 학습 인공 지능 신경망 학습 신경망 학습 인공 지능 신경망 추론 빔포밍 추론 추론 추론 분류 추적 정확성 공간 분해능 우수하다 분류 추적 이점 인공 지능 신경망 분류 추적,0.16126644507850219,0.26722039912948814,0.2946827848446608,0.19907337089786029,-1
달 결 보완 인공 지능 연속 인공 지능 환경 결 연속 인공 지능,7.9741955729255e-310,1.0,1.20647017416461e-309,1.306891525629566e-309,1
대화 인공 지능 음성 언어 인공 지능 대화 언어 이해 파이프라인 대화 공함 이해도 높이다 인공 지능 대화,0.11643699052969206,0.12007618144468779,0.0960861039841565,0.0712143914766145,-1
대화 인공 지능 일상 전문 지식 주제 대화 인공 지능 일상 대화 설명 법률 인공 지능 대화 공함 일상 대화 법률 지식 원활하다 공함 대화 몰입도 자연스럽다 움 높이다 대화 인공 지능,0.24521688172446052,0.11277964477174453,0.1429836170991568,0.1371024884383648,0
인공 지능 보강 서버 인공 지능 논문 인공 지능 논문 보강 인공 지능 논문 저장 인공 지능 테스트 저장 인공 지능 논문 보강 인공 지능 논문 인공 지능 향상 참고 보강 인공 지능 보강 서버,1.025777768924675e-309,1.403480045098815e-309,1.0,1.25420619137187e-309,2
유사 양자화 인공 지능 학습 양자화 인공 지능 학습 인공 지능 학습 학습 학습 학습 양자화 양자화 양자화 학습 양자화 손실 분포 고려 양자화 재학 습하다 학습 유사 양자화 인공 지능 학습,0.09319520683022083,0.08986311600756985,0.0972256286902716,0.11123637900176768,-1
앤 인공 지능 설명 앤 인공 지능 설명 서버 인공 지능 설명 통신 설명 설명 인공 지능 설명 요구 인공 지능 앤 매니저 인공 지능 프레임워크 앤 매니저 설명 감안 설명 서버 설명 설명 주요 설명 주요 설명 서버 앤 매니저 설명 설명 설명 인공 지능 설명 앤 인공 지능 설명,0.21127601915737598,0.19322267846402014,0.31215997548768043,0.21284882343384998,-1
인공 지능 챗봇 케어 발화 음성 센서 챗봇 챗봇 네트워크 챗봇 챗봇 서버 캐릭터 챗봇 고령 시니어 인공 지능 챗봇 케어 사실 홀로 그래픽 기법 그래픽 직관 정보전 달이 인공 지능 인공 지능 음성 아바타 고령 인공 지능 거부 완화 사실 입 체감 홀로 그래픽 인공 지능 챗봇 케어,0.27240202871551455,0.16586806439567373,0.23079991758268414,0.22674541382856042,-1
인공 지능 합성 자동 인공 지능 자동 인공 지능 자동 온도 가중 치 가중 치 변 가중 가중 치 가중 치 비트 비트 비트 인공 지능 알고리즘 링 발 진기 이득 병렬 인공 지능 합성 자동 ai,1.17068557071575e-309,1.219926430546337e-309,1.0,1.35731872665791e-309,2
인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 포장 자동화 저장 스테레오 광학 카메라 열 카메라 도로포장 클라우드 열 인공 지능 클라우드 도로포장 자동화,0.09033578460213294,0.08199912901153668,0.11938863633498376,0.1298376315656891,-1
극 적절하다 제안 근력 강화 슈트 인공 지능 심박 심박 스마트 극 판 극 판 가하다 원통 신기 근력 강화 슈트 스마트 근력 강화 슈트 무선 통신 스마트 근력 강화 슈트 저장 학습 서버 근력 강화 슈트 인공 지능,1.0,7.4207667387565e-310,9.8283686729443e-310,6.7742137246285e-310,0
인공 지능 가상 캐릭터 인공 지능 가상 캐릭터 카메라 하나로 인공 지능 가상 캐릭터 생체 달성 가상 캐릭터 인공 지능 가상 캐릭터 ai,6.8563545380348e-310,8.80373221758243e-310,1.26782310119814e-309,1.0,3
인공 지능 위기 인공 지능 비명 위기 음성 음성 음성 비명 위기 위기 라면 위기 인공 지능 실시간 위기,9.00818495874564e-310,1.37455680083472e-309,1.500318948315166e-309,1.0,3
랙션 인공 지능 경연 대회 운영 경 대 스케줄 일정 나누어지다 랩 채점 스크립트 저장 채점 일정 나누어지다 랩 랩 참가자 답안 경연 대회 채점 스크립트 랭킹 참가자 랭킹 정 참가자 네트워킹 경연 대회 개최 서버 경연 대회 개최 서버 네트워킹 참가자 인공 지능 프로그래밍 향상 요구 인공 지능 솔루션 발굴 랙션 인공 지능 경연 대회 운영,1.0,7.1387349482203e-310,1.048638256010625e-309,7.34809621439536e-310,0
인공 지능 센서 센서 인공 지능 인공 지능 상호 전력 센서 센서 저장 휘발 센서 센서 센서 휘발 저장 센서 센서 센서 휘발 휘발 저장 센서 인공 지능 휘발 저장 센서 인공 지능,8.73770948012056e-310,1.0,1.49545724577946e-309,1.051407820289724e-309,1
인공 지능 신경망 분류 추적 인공 지능 신경망 내다 분류 추적 학습 신경망 학습 학습 빔포밍 입력값 학습 인공 지능 신경망 학습 신경망 학습 인공 지능 신경망 추론 빔포밍 추론 추론 추론 분류 추적 정확성 공간 분해능 우수하다 분류 추적 이점 인공 지능 신경망 분류 추적,0.16142806407239393,0.2669647086412557,0.29524322372522477,0.19860700351163715,-1
달 결 보완 인공 지능 연속 인공 지능 환경 결 연속 인공 지능,7.9633664549098e-310,1.0,1.20644512026653e-309,1.313752283727696e-309,1
대화 인공 지능 음성 언어 인공 지능 대화 언어 이해 파이프라인 대화 공함 이해도 높이다 인공 지능 대화,0.1160922597027027,0.1203207902900681,0.0961215502689121,0.07127906717346785,-1
대화 인공 지능 일상 전문 지식 주제 대화 인공 지능 일상 대화 설명 법률 인공 지능 대화 공함 일상 대화 법률 지식 원활하다 공함 대화 몰입도 자연스럽다 움 높이다 대화 인공 지능,0.24646017091059064,0.11229667707678773,0.14281928322906687,0.1365065008172813,0
인공 지능 보강 서버 인공 지능 논문 인공 지능 논문 보강 인공 지능 논문 저장 인공 지능 테스트 저장 인공 지능 논문 보강 인공 지능 논문 인공 지능 향상 참고 보강 인공 지능 보강 서버,1.022205412629445e-309,1.395763796712984e-309,1.0,1.263370407386285e-309,2
유사 양자화 인공 지능 학습 양자화 인공 지능 학습 인공 지능 학습 학습 학습 학습 양자화 양자화 양자화 학습 양자화 손실 분포 고려 양자화 재학 습하다 학습 유사 양자화 인공 지능 학습,0.09334811876834191,0.08993627770543941,0.09718461835681963,0.11105131569922903,-1
앤 인공 지능 설명 앤 인공 지능 설명 서버 인공 지능 설명 통신 설명 설명 인공 지능 설명 요구 인공 지능 앤 매니저 인공 지능 프레임워크 앤 매니저 설명 감안 설명 서버 설명 설명 주요 설명 주요 설명 서버 앤 매니저 설명 설명 설명 인공 지능 설명 앤 인공 지능 설명,0.211278147447534,0.1927952952614573,0.31261111506531297,0.2128229387686223,-1
인공 지능 챗봇 케어 발화 음성 센서 챗봇 챗봇 네트워크 챗봇 챗봇 서버 캐릭터 챗봇 고령 시니어 인공 지능 챗봇 케어 사실 홀로 그래픽 기법 그래픽 직관 정보전 달이 인공 지능 인공 지능 음성 아바타 고령 인공 지능 거부 완화 사실 입 체감 홀로 그래픽 인공 지능 챗봇 케어,0.2723681377717185,0.16585777687764405,0.23081902770263701,0.22677048217043327,-1
인공 지능 합성 자동 인공 지능 자동 인공 지능 자동 온도 가중 치 가중 치 변 가중 가중 치 가중 치 비트 비트 비트 인공 지능 알고리즘 링 발 진기 이득 병렬 인공 지능 합성 자동 ai,1.17438087941376e-309,1.22673791941184e-309,1.0,1.36517693113792e-309,2
인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 포장 자동화 저장 스테레오 광학 카메라 열 카메라 도로포장 클라우드 열 인공 지능 클라우드 도로포장 자동화,0.09022808747175094,0.08194467487650461,0.11951495055050933,0.12987346861557764,-1
극 적절하다 제안 근력 강화 슈트 인공 지능 심박 심박 스마트 극 판 극 판 가하다 원통 신기 근력 강화 슈트 스마트 근력 강화 슈트 무선 통신 스마트 근력 강화 슈트 저장 학습 서버 근력 강화 슈트 인공 지능,1.0,7.4369634680501e-310,9.8988883477713e-310,6.79936896898485e-310,0
인공 지능 가상 캐릭터 인공 지능 가상 캐릭터 카메라 하나로 인공 지능 가상 캐릭터 생체 달성 가상 캐릭터 인공 지능 가상 캐릭터 ai,6.8910467062509e-310,8.83142031882936e-310,1.27834920323119e-309,1.0,3
인공 지능 위기 인공 지능 비명 위기 음성 음성 음성 비명 위기 위기 라면 위기 인공 지능 실시간 위기,9.06248941753297e-310,1.36999251095334e-309,1.49902381194682e-309,1.0,3
랙션 인공 지능 경연 대회 운영 경 대 스케줄 일정 나누어지다 랩 채점 스크립트 저장 채점 일정 나누어지다 랩 랩 참가자 답안 경연 대회 채점 스크립트 랭킹 참가자 랭킹 정 참가자 네트워킹 경연 대회 개최 서버 경연 대회 개최 서버 네트워킹 참가자 인공 지능 프로그래밍 향상 요구 인공 지능 솔루션 발굴 랙션 인공 지능 경연 대회 운영,1.0,7.1301840456654e-310,1.04767551397633e-309,7.3381964595974e-310,0
인공 지능 센서 센서 인공 지능 인공 지능 상호 전력 센서 센서 저장 휘발 센서 센서 센서 휘발 저장 센서 센서 센서 휘발 휘발 저장 센서 인공 지능 휘발 저장 센서 인공 지능,8.7162315991263e-310,1.0,1.491025903998647e-309,1.05009691339168e-309,1
인공 지능 신경망 분류 추적 인공 지능 신경망 내다 분류 추적 학습 신경망 학습 학습 빔포밍 입력값 학습 인공 지능 신경망 학습 신경망 학습 인공 지능 신경망 추론 빔포밍 추론 추론 추론 분류 추적 정확성 공간 분해능 우수하다 분류 추적 이점 인공 지능 신경망 분류 추적,0.16091110903638187,0.2675958005366095,0.294908957717529,0.19882713265999133,-1
달 결 보완 인공 지능 연속 인공 지능 환경 결 연속 인공 지능,7.98267721069917e-310,1.0,1.20645871576643e-309,1.301480525621927e-309,1
대화 인공 지능 음성 언어 인공 지능 대화 언어 이해 파이프라인 대화 공함 이해도 높이다 인공 지능 대화,0.11549050718514454,0.12074851191565403,0.09618190870109392,0.07139273963325832,-1
대화 인공 지능 일상 전문 지식 주제 대화 인공 지능 일상 대화 설명 법률 인공 지능 대화 공함 일상 대화 법률 지식 원활하다 공함 대화 몰입도 자연스럽다 움 높이다 대화 인공 지능,0.2464072454920589,0.11231327854963141,0.14281298063698464,0.13654912735505173,0
인공 지능 보강 서버 인공 지능 논문 인공 지능 논문 보강 인공 지능 논문 저장 인공 지능 테스트 저장 인공 지능 논문 보강 인공 지능 논문 인공 지능 향상 참고 보강 인공 지능 보강 서버,1.031174197835605e-309,1.41517294172354e-309,1.0,1.24024905290898e-309,2
유사 양자화 인공 지능 학습 양자화 인공 지능 학습 인공 지능 학습 학습 학습 학습 양자화 양자화 양자화 학습 양자화 손실 분포 고려 양자화 재학 습하다 학습 유사 양자화 인공 지능 학습,0.09309836055864666,0.08981672152419086,0.09725248667182787,0.1113527617751645,-1
앤 인공 지능 설명 앤 인공 지능 설명 서버 인공 지능 설명 통신 설명 설명 인공 지능 설명 요구 인공 지능 앤 매니저 인공 지능 프레임워크 앤 매니저 설명 감안 설명 서버 설명 설명 주요 설명 주요 설명 서버 앤 매니저 설명 설명 설명 인공 지능 설명 앤 인공 지능 설명,0.211280532564406,0.19249890744045212,0.31292209646360836,0.21280596007446004,-1
인공 지능 챗봇 케어 발화 음성 센서 챗봇 챗봇 네트워크 챗봇 챗봇 서버 캐릭터 챗봇 고령 시니어 인공 지능 챗봇 케어 사실 홀로 그래픽 기법 그래픽 직관 정보전 달이 인공 지능 인공 지능 음성 아바타 고령 인공 지능 거부 완화 사실 입 체감 홀로 그래픽 인공 지능 챗봇 케어,0.2718807339048933,0.1657127538726859,0.23109223601128995,0.22712970073356384,-1
인공 지능 합성 자동 인공 지능 자동 인공 지능 자동 온도 가중 치 가중 치 변 가중 가중 치 가중 치 비트 비트 비트 인공 지능 알고리즘 링 발 진기 이득 병렬 인공 지능 합성 자동 ai,1.17649330174872e-309,1.230686727291424e-309,1.0,1.369727977230807e-309,2
인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 포장 자동화 저장 스테레오 광학 카메라 열 카메라 도로포장 클라우드 열 인공 지능 클라우드 도로포장 자동화,0.09043674446032963,0.08200797827858333,0.11929555867327075,0.1298209001021588,-1
극 적절하다 제안 근력 강화 슈트 인공 지능 심박 심박 스마트 극 판 극 판 가하다 원통 신기 근력 강화 슈트 스마트 근력 강화 슈트 무선 통신 스마트 근력 강화 슈트 저장 학습 서버 근력 강화 슈트 인공 지능,1.0,7.44547824143097e-310,9.93694674818343e-310,6.8128508899563e-310,0
인공 지능 가상 캐릭터 인공 지능 가상 캐릭터 카메라 하나로 인공 지능 가상 캐릭터 생체 달성 가상 캐릭터 인공 지능 가상 캐릭터 ai,6.83233438504813e-310,8.70264271170616e-310,1.2534814948477e-309,1.0,3
인공 지능 위기 인공 지능 비명 위기 음성 음성 음성 비명 위기 위기 라면 위기 인공 지능 실시간 위기,9.04520211516293e-310,1.371239204195314e-309,1.498428497835847e-309,1.0,3
랙션 인공 지능 경연 대회 운영 경 대 스케줄 일정 나누어지다 랩 채점 스크립트 저장 채점 일정 나누어지다 랩 랩 참가자 답안 경연 대회 채점 스크립트 랭킹 참가자 랭킹 정 참가자 네트워킹 경연 대회 개최 서버 경연 대회 개최 서버 네트워킹 참가자 인공 지능 프로그래밍 향상 요구 인공 지능 솔루션 발굴 랙션 인공 지능 경연 대회 운영,1.0,7.1325656470619e-310,1.05249473166707e-309,7.35411445392963e-310,0
인공 지능 센서 센서 인공 지능 인공 지능 상호 전력 센서 센서 저장 휘발 센서 센서 센서 휘발 저장 센서 센서 센서 휘발 휘발 저장 센서 인공 지능 휘발 저장 센서 인공 지능,8.7966953011102e-310,1.0,1.50748747165523e-309,1.05489895538169e-309,1
인공 지능 신경망 분류 추적 인공 지능 신경망 내다 분류 추적 학습 신경망 학습 학습 빔포밍 입력값 학습 인공 지능 신경망 학습 신경망 학습 인공 지능 신경망 추론 빔포밍 추론 추론 추론 분류 추적 정확성 공간 분해능 우수하다 분류 추적 이점 인공 지능 신경망 분류 추적,0.16122649295131536,0.2667137540296913,0.2952902044432404,0.19901254852626468,-1
달 결 보완 인공 지능 연속 인공 지능 환경 결 연속 인공 지능,7.9867052595518e-310,1.0,1.206466896595553e-309,1.29890521512764e-309,1
대화 인공 지능 음성 언어 인공 지능 대화 언어 이해 파이프라인 대화 공함 이해도 높이다 인공 지능 대화,0.11612300971080705,0.12029894707845368,0.09611841047058123,0.07127330017530882,-1
대화 인공 지능 일상 전문 지식 주제 대화 인공 지능 일상 대화 설명 법률 인공 지능 대화 공함 일상 대화 법률 지식 원활하다 공함 대화 몰입도 자연스럽다 움 높이다 대화 인공 지능,0.2426414422003879,0.11364508826088043,0.1435739030531022,0.13822219851935616,0
인공 지능 보강 서버 인공 지능 논문 인공 지능 논문 보강 인공 지능 논문 저장 인공 지능 테스트 저장 인공 지능 논문 보강 인공 지능 논문 인공 지능 향상 참고 보강 인공 지능 보강 서버,1.027334400553635e-309,1.406849844323754e-309,1.0,1.2501864503213e-309,2
유사 양자화 인공 지능 학습 양자화 인공 지능 학습 인공 지능 학습 학습 학습 학습 양자화 양자화 양자화 학습 양자화 손실 분포 고려 양자화 재학 습하다 학습 유사 양자화 인공 지능 학습,0.09326480847336409,0.08989333704180795,0.09719123999973203,0.11117094501492585,-1
앤 인공 지능 설명 앤 인공 지능 설명 서버 인공 지능 설명 통신 설명 설명 인공 지능 설명 요구 인공 지능 앤 매니저 인공 지능 프레임워크 앤 매니저 설명 감안 설명 서버 설명 설명 주요 설명 주요 설명 서버 앤 매니저 설명 설명 설명 인공 지능 설명 앤 인공 지능 설명,0.2112754757275013,0.19341358065039368,0.3119574264811673,0.21286101368386415,-1
인공 지능 챗봇 케어 발화 음성 센서 챗봇 챗봇 네트워크 챗봇 챗봇 서버 캐릭터 챗봇 고령 시니어 인공 지능 챗봇 케어 사실 홀로 그래픽 기법 그래픽 직관 정보전 달이 인공 지능 인공 지능 음성 아바타 고령 인공 지능 거부 완화 사실 입 체감 홀로 그래픽 인공 지능 챗봇 케어,0.27275225216566557,0.1659762167990532,0.23060153894100782,0.22648541661670638,-1
인공 지능 합성 자동 인공 지능 자동 인공 지능 자동 온도 가중 치 가중 치 변 가중 가중 치 가중 치 비트 비트 비트 인공 지능 알고리즘 링 발 진기 이득 병렬 인공 지능 합성 자동 ai,1.175327960226625e-309,1.2284943034767e-309,1.0,1.367200726178145e-309,2
인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 도로포장 자동화 인공 지능 클라우드 포장 자동화 저장 스테레오 광학 카메라 열 카메라 도로포장 클라우드 열 인공 지능 클라우드 도로포장 자동화,0.0906745573596578,0.08197335852955528,0.11924761487367194,0.1296656507514574,-1
극 적절하다 제안 근력 강화 슈트 인공 지능 심박 심박 스마트 극 판 극 판 가하다 원통 신기 근력 강화 슈트 스마트 근력 강화 슈트 무선 통신 스마트 근력 강화 슈트 저장 학습 서버 근력 강화 슈트 인공 지능,1.0,7.41858364114164e-310,9.81907203289617e-310,6.77087579874794e-310,0
인공 지능 가상 캐릭터 인공 지능 가상 캐릭터 카메라 하나로 인공 지능 가상 캐릭터 생체 달성 가상 캐릭터 인공 지능 가상 캐릭터 ai,6.842582034764e-310,8.7738163335643e-310,1.262836881602236e-309,1.0,3
인공 지능 위기 인공 지능 비명 위기 음성 음성 음성 비명 위기 위기 라면 위기 인공 지능 실시간 위기,8.98550849246593e-310,1.374299229455515e-309,1.491440764194826e-309,1.0,3
랙션 인공 지능 경연 대회 운영 경 대 스케줄 일정 나누어지다 랩 채점 스크립트 저장 채점 일정 나누어지다 랩 랩 참가자 답안 경연 대회 채점 스크립트 랭킹 참가자 랭킹 정 참가자 네트워킹 경연 대회 개최 서버 경연 대회 개최 서버 네트워킹 참가자 인공 지능 프로그래밍 향상 요구 인공 지능 솔루션 발굴 랙션 인공 지능 경연 대회 운영,1.0,7.1439670730671e-310,1.051657685557835e-309,7.33348851296987e-310,0
인공 지능 센서 센서 인공 지능 인공 지능 상호 전력 센서 센서 저장 휘발 센서 센서 센서 휘발 저장 센서 센서 센서 휘발 휘발 저장 센서 인공 지능 휘발 저장 센서 인공 지능,8.793788514711e-310,1.0,1.506902728873447e-309,1.05473276707179e-309,1
인공 지능 신경망 분류 추적 인공 지능 신경망 내다 분류 추적 학습 신경망 학습 학습 빔포밍 입력값 학습 인공 지능 신경망 학습 신경망 학습 인공 지능 신경망 추론 빔포밍 추론 추론 추론 분류 추적 정확성 공간 분해능 우수하다 분류 추적 이점 인공 지능 신경망 분류 추적,0.1613144481005381,0.26709342059232843,0.29529916287955055,0.19853596837809456,-1
달 결 보완 인공 지능 연속 인공 지능 환경 결 연속 인공 지능,7.94884616352025e-310,1.0,1.20632973230992e-309,1.322899872666273e-309,1
대화 인공 지능 음성 언어 인공 지능 대화 언어 이해 파이프라인 대화 공함 이해도 높이다 인공 지능 대화,0.11653107160917206,0.12000947854724918,0.09607632509036455,0.07119679218836499,-1
